Incident Number,Incident Name,Incident Type,Latitude,Longitude,Size,Unit of Measure,Costs,Structures Destroyed,start_date,year,county
CA-MEU-008307,GRADE,WF,39,123,900.0,Acres,1700000.0,1,2017-07-16,2017,Lake
CA-SHU-009460,BERRY,WF,41,122,995.0,Acres,7074141.0,0,2017-09-12,2017,Shasta
CA-MDF-000541,DOBE,WF,42,121,410.0,Acres,750000.0,0,2017-07-13,2017,Klamath
CA-RRU-078840,MANZANITA,WF,34,117,6309.0,Acres,3900000.0,0,2017-06-26,2017,San Bernardino
CA-BDF-010468,BLUE CUT Type 3,WF,34,117,36274.0,Acres,0.0,0,2016-08-16,2016,San Bernardino
CA-FKU-008759,CREEK,WF,36,121,357.0,Acres,1760479.0,4,2017-06-24,2017,Monterey
CA-MMU-019222,EASTMAN,WF,37,120,429.0,Acres,210000.0,0,2017-09-18,2017,Madera
CA-SNF-001743,RAILROAD,WF,37,120,12407.0,Acres,21500000.0,17,2017-08-29,2017,Madera
CA-KRN-027936,HUDSON,WF,35,119,1083.0,Acres,100000.0,0,2017-07-18,2017,Kern
CA-ANF-002273,LAKE,WF,35,119,800.0,Acres,800000.0,0,2017-06-17,2017,Kern
CA-BDU-010918,BRYANT 2,WF,34,117,325.0,Acres,2537276.0,1,2017-08-03,2017,San Bernardino
CA-FKU-004581,JAYNE,WF,36,120,5738.0,Acres,120000.0,0,2017-04-20,2017,Kings
CA-MVU-012098,Gate,WF,33,117,2056.0,Acres,1800000.0,0,2017-05-20,2017,San Diego
CA-SQF-002435,CALDWELL,WF,36,118,1319.0,Acres,6000000.0,0,2017-09-01,2017,Kern
CA-TCU-012170,POINT,WF,38,121,130.0,Acres,260000.0,18,2017-10-09,2017,San Joaquin
CA-RRU-082316,Eagle,WF,34,117,205.0,Acres,219964.0,0,2017-07-04,2017,San Bernardino
CA-RRU-067665,Temecula,WF,33,117,139.0,Acres,0.0,0,2016-06-04,2016,San Diego
CA-CNF-003839,WILDOMAR,WF,34,117,866.0,Acres,4250000.0,0,2017-10-31,2017,San Bernardino
CA-LPF-002123,Red,WF,35,120,450.0,Acres,0.0,0,2017-08-02,2017,Santa Barbara
CA-MCP-17-2047,Cristianitos,WF,33,118,761.0,Acres,500000.0,0,2017-06-28,2017,San Diego
CA-FKU-006727,ELM 2,WF,36,120,10343.0,Acres,800000.0,0,2017-05-18,2017,Kings
CA-FKU-009755,GARZA,WF,36,120,48889.0,Acres,15453433.0,1,2017-07-09,2017,Kings
CA-MMU-018115,MISSION,WF,37,119,1035.0,Acres,13800000.0,7,2017-09-03,2017,Fresno
CA-SQF-001223,HIGHWAY,WF,36,119,1522.0,Acres,3000000.0,0,2017-06-18,2017,Tulare
CA-SQF-001989,GARDEN,WF,36,119,1350.0,Acres,1900000.0,0,2017-07-30,2017,Tulare
CA-SQF-002753,LION,WF,36,118,19215.0,Acres,2500000.0,0,2017-09-25,2017,Kern
CA-TCU-009024,JACKSONVILLE,WF,38,120,690.0,Acres,715000.0,1,2017-07-29,2017,Tuolumne
CA-YNP-000084,Empire,WF,38,120,8094.0,Acres,1279363.0,0,2017-08-01,2017,Tuolumne
CA-RRU-099747,BLAINE,WF,34,117,1044.0,Acres,832000.0,0,2017-08-13,2017,San Bernardino
CA-RRU-151090,LIBERTY,WF,34,117,300.0,Acres,1000000.0,3,2017-12-07,2017,San Bernardino
CA-SBC-012621,RUCKER,WF,35,120,444.0,Acres,1866316.0,0,2017-09-29,2017,Santa Barbara
CA-KRN-024894,TARINA,WF,35,119,1200.0,Acres,250000.0,0,2017-06-30,2017,Kern
CA-LFD-000965,La Tuna,WF,34,118,7194.0,Acres,7800000.0,10,2017-09-01,2017,Los Angeles
CA-LPF-001986,Pine,WF,35,119,2304.0,Acres,0.0,0,2016-06-30,2016,Kern
CA-BDU-009854,Bridge 2,WF,34,117,460.0,Acres,1299517.0,0,2017-07-14,2017,San Bernardino
CA-BDF-006700,TOWER,WF,34,117,150.0,Acres,200000.0,0,2017-04-30,2017,San Bernardino
CA-FHL-001267,RANGE,WF,36,121,1972.0,Acres,50000.0,0,2017-06-05,2017,Monterey
CA-ORC-110494,CANYON 2,WF,34,118,9217.0,Acres,13725000.0,25,2017-10-09,2017,Los Angeles
CA-MMU-014474,DETWILER,WF,38,120,81826.0,Acres,90000000.0,131,2017-07-16,2017,Tuolumne
CA-SLU-010107,MARGARITA,WF,35,120,120.0,Acres,369935.0,0,2017-09-04,2017,Santa Barbara
CA-VNC-17-0091038,VISTA,WF,34,119,86.0,Acres,750000.0,0,2017-10-24,2017,Ventura
CA-KRN-031474,ROSE,WF,35,119,338.0,Acres,150000.0,0,2017-08-10,2017,Kern
CA-LAC-187296,PLACERITA IC,WF,34,118,760.0,Acres,560000.0,3,2017-06-25,2017,Los Angeles
CA-MCP-001494,DELUZ,WF,33,117,486.0,Acres,100000.0,0,2017-05-19,2017,San Diego
CA-BDF-009802,MART,WF,34,117,670.0,Acres,1000000.0,0,2017-06-27,2017,San Bernardino
CA-BEU-0003551,PARKFIELD,WF,36,121,1816.0,Acres,100000.0,1,2017-07-09,2017,Monterey
CA-FKU-010248,PARK,WF,36,120,1649.0,Acres,7753000.0,0,2017-07-17,2017,Kings
CA-MMU-013291,SPRING,WF,37,120,225.0,Acres,2500000.0,0,2017-07-02,2017,Madera
CA-OVD-001478,SLINKARD,WF,39,120,8925.0,Acres,5708000.0,0,2017-08-29,2017,Douglas
CA-INF-001235,GRANT,WF,38,119,400.0,Acres,748779.0,0,2017-08-01,2017,Mono
CA-INF-001264,INDIAN,WF,36,118,2295.0,Acres,3400000.0,0,2017-08-03,2017,Kern
CA-MMU-011650,OAKWOOD,WF,37,120,1431.0,Acres,1500000.0,0,2017-06-10,2017,Madera
CA-MMU-013022,BEN,WF,37,120,630.0,Acres,2708850.0,0,2017-06-28,2017,Madera
CA-MMU-018116,PEAK,WF,37,120,680.0,Acres,1000000.0,2,2017-09-03,2017,Madera
CA-SNF-001476,BUTTE,WF,38,119,635.0,Acres,1250000.0,0,2017-08-07,2017,Mono
CA-TUU-000420,Elephant,WF,36,119,416.0,Acres,250000.0,0,2017-07-21,2017,Tulare
CA-STF-002590,CREEK,WF,38,120,1749.0,Acres,250000.0,0,2017-09-04,2017,Tuolumne
CA-STF-001940,DOUGLAS,WF,38,120,311.0,Acres,400000.0,0,2017-07-31,2017,Tuolumne
CA-TUU-000441,ROADRUNNER,WF,36,119,2289.0,Acres,800000.0,0,2017-07-30,2017,Tulare
CA-VNC-103156,THOMAS,WF,34,119,281893.0,Acres,203211950.0,1063,2017-12-05,2017,Ventura
CA-SLU-007792,STONE,WF,35,120,340.0,Acres,1014074.0,7,2017-07-09,2017,Santa Barbara
CA-RRU-053193,OPERA,WF,34,117,1350.0,Acres,610000.0,0,2017-04-30,2017,San Bernardino
CA-KRN-026078,Quail Complex,WF,36,119,1626.0,Acres,0.0,0,2017-07-06,2017,Tulare
CA-LFD-030179,SKIRBALL,WF,34,118,422.0,Acres,8156400.0,6,2017-12-06,2017,Los Angeles
CA-MVU-024612,LILAC 5,WF,33,117,4100.0,Acres,12998946.0,157,2017-12-07,2017,San Diego
CA-SLU-007101,HILL,WF,35,120,1598.0,Acres,4581300.0,4,2017-06-26,2017,Santa Barbara
CA-RRU-094091,ROSE,WF,34,117,188.0,Acres,2000000.0,0,2017-07-31,2017,San Bernardino
CA-RRU-108660,PALMER,WF,34,117,3874.0,Acres,2609149.0,0,2017-09-02,2017,San Bernardino
CA-LAC-362189,CREEK,WF,34,118,15619.0,Acres,17577000.0,123,2017-12-05,2017,Los Angeles
CA-LPF-002809,REY,WF,35,120,32606.0,Acres,0.0,5,2016-08-18,2016,Santa Barbara
CA-BDF-009443,HOLCOMB,WF,34,117,1503.0,Acres,7445000.0,0,2017-06-19,2017,San Bernardino
CA-FKU-009289,DERRICK,WF,36,120,1538.0,Acres,1105059.0,0,2017-07-03,2017,Kings
CA-ORC-105068,Canyon,WF,34,118,2662.0,Acres,11131813.0,0,2017-09-25,2017,Los Angeles
CA-SNF-001419,CROWN,WF,37,119,165.0,Acres,25000.0,0,2017-08-03,2017,Fresno
CA-SQF-001317,SCHAEFFER,WF,36,118,16031.0,Acres,16079800.0,0,2017-06-24,2017,Kern
CA-TUU-000286,DINELY,WF,36,119,339.0,Acres,2244949.0,0,2017-06-07,2017,Tulare
CA-SLU-007678,TOWER,WF,35,121,58.0,Acres,200000.0,0,2017-07-07,2017,San Luis Obispo
CA-RRU-100198,MIAS,WF,34,117,545.0,Acres,3800000.0,0,2017-08-14,2017,San Bernardino
CA-LAC-362441,RYE,WF,34,119,6049.0,Acres,7204367.0,6,2017-12-05,2017,Ventura
CA-LPF-001770,Whittier,WF,35,120,18430.0,Acres,0.0,0,2017-07-08,2017,Santa Barbara
CA-MVU-016909,JENNINGS,WF,33,117,400.0,Acres,914236.0,0,2017-07-11,2017,San Diego
CA-SQF-002385,PIER,WF,36,119,36556.0,Acres,38760000.0,2,2017-08-29,2017,Tulare
CA-YNP-000108,South Fork,WF,38,120,7564.0,Acres,8607455.0,0,2017-08-13,2017,Tuolumne
CA-SLU-007624,ALAMO,WF,35,120,28687.0,Acres,19900000.0,14,2017-07-06,2017,Santa Barbara
CA-MNF-000874,EEL,WF,40,123,972.0,Acres,1300000.0,10,2018-07-31,2018,Trinity
CA-TGU-009672,Sun,WF,40,122,3889.0,Acres,1500000.0,0,2018-10-07,2018,Tehama
CA-MDF-000728,JUNIPER,WF,42,121,79.0,Acres,350000.0,0,2018-07-18,2018,Klamath
CA-LMU-003203,HYATT,WF,40,120,441.0,Acres,500000.0,9,2018-06-27,2018,Lassen
CA-SHF-001444,DELTA,WF,41,122,63311.0,Acres,64429020.0,45,2018-09-05,2018,Shasta
CA-TGU-006039,STOLL,WF,40,122,268.0,Acres,0.0,24,2018-06-23,2018,Tehama
CA-SHF-001223,HIRZ,WF,41,122,46150.0,Acres,55511216.0,0,2018-08-09,2018,Shasta
CA-SKU-004641,KLAMATHON,WF,42,123,38008.0,Acres,33500000.0,82,2018-07-05,2018,Siskiyou
CA-TGU-006031,LANE,WF,40,122,3716.0,Acres,8250000.0,0,2018-06-23,2018,Tehama
CA-AEU-018720,IRISH,WF,38,121,825.0,Acres,600000.0,7,2018-07-06,2018,San Joaquin
CA-NOD-003575,EAGLE,WF,41,120,2100.0,Acres,570000.0,0,2018-07-14,2018,Lassen
CA-SCU-003726,Grant,WF,38,122,484.0,Acres,350000.0,6,2018-05-30,2018,Contra Costa
CA-BTU-016272,JUNE,WF,39,122,550.0,Acres,200000.0,0,2018-10-30,2018,Colusa
CA-SHF-000382,GRAPE,WF,41,124,226.0,Acres,2200000.0,0,2018-04-24,2018,Humboldt
CA-SHU-006565,CREEK,WF,41,122,1678.0,Acres,3445758.0,11,2018-06-24,2018,Shasta
CA-KNF-004499,PETERSBURG,WF,41,123,215.0,Acres,1720000.0,2,2018-07-01,2018,Siskiyou
CA-TGU-005555,APPLE,WF,40,122,2956.0,Acres,184857.0,9,2018-06-09,2018,Tehama
CA-TGU-005560,CHROME,WF,40,123,2290.0,Acres,935778.0,1,2018-06-09,2018,Trinity
CA-LNU-009002,PAWNEE,WF,39,123,15185.0,Acres,36500000.0,22,2018-06-24,2018,Lake
CA-NEU-008412,Butte Fire,WF,39,122,1200.0,Acres,110000.0,0,2018-08-01,2018,Colusa
CA-SHU-008470,Hat,WF,41,122,1900.0,Acres,2565927.0,0,2018-08-09,2018,Shasta
CA-SHU-006744,FLAT,WF,41,123,300.0,Acres,5350000.0,0,2018-06-29,2018,Siskiyou
CA-HIA-000115,MILL CREEK 1,WF,41,124,3674.0,Acres,7559181.65,0,2018-08-16,2018,Humboldt
CA-TGU-000649,Dale,WF,40,122,856.0,Acres,578552.0,0,2018-07-09,2018,Tehama
CA-LNU-012354,NELSON,WF,38,122,2162.0,Acres,425000.0,1,2018-08-11,2018,Contra Costa
CA-MDF-001193,STONE,WF,41,121,39387.0,Acres,16900000.0,2,2018-08-15,2018,Shasta
CA-MEU-008646,RANCH,WF,39,123,410203.0,Acres,201000000.0,0,2018-07-27,2018,Lake
CA-BTU-010359,STONEY,WF,40,122,962.0,Acres,1245246.0,0,2018-07-13,2018,Tehama
CA-WNP-001084,CARR,WF,41,123,229651.0,Acres,158744844.0,1604,2018-07-23,2018,Siskiyou
CA-SHF-001438,KERLIN,WF,41,124,1751.0,Acres,8379000.0,5,2018-09-04,2018,Humboldt
CA-TNF-001355,NORTH,WF,39,121,1120.0,Acres,11000000.0,0,2018-09-03,2018,Placer
CA-LNF-003951,WHALEBACK,WF,41,121,18703.0,Acres,8900000.0,0,2018-07-27,2018,Shasta
CA-BTU-016737,CAMP,WF,40,121,153336.0,Acres,102843527.0,18804,2018-11-08,2018,Plumas
CA-LNU-014193,SNELL,WF,39,122,2490.0,Acres,6355703.0,0,2018-09-08,2018,Colusa
CA-LNU-010755,EIGHTY EIGHT,WF,39,122,822.0,Acres,610000.0,0,2018-07-18,2018,Colusa
CA-LNU-009502,COUNTY,WF,39,122,90288.0,Acres,46900854.0,30,2018-06-30,2018,Colusa
CA-SCU-005218,COUNTRY,WF,37,122,320.0,Acres,750000.0,1,2018-07-22,2018,Santa Cruz
CA-LNF-005194,Wilson,WF,40,121,261.0,Acres,1128000.0,1,2018-09-28,2018,Plumas
CA-NOD-002938,TUMBLEWEED,WF,40,120,646.0,Acres,350000.0,0,2018-06-15,2018,Lassen
CA-PNF-001500,MURPHY,WF,40,121,117.0,Acres,1700000.0,0,2018-08-07,2018,Plumas
CA-LMU-003881,Roxie,WF,40,121,167.0,Acres,350000.0,0,2018-07-24,2018,Plumas
CA-MVU-011206,PASQUAL,WF,33,117,365.0,Acres,1190000.0,0,2018-07-27,2018,San Diego
CA-SQF-002786,Mountaineer Fire,WF,36,119,1270.0,Acres,1050008.0,0,2018-10-13,2018,Tulare
CA-BDF-010596,BOX,WF,34,117,61.0,Acres,0.0,0,2018-07-06,2018,San Bernardino
CA-BEU-003992,Gulch,WF,36,121,650.0,Acres,75000.0,0,2018-08-11,2018,Monterey
CA-BEU-002666,AIRLINE,WF,36,121,1314.0,Acres,4700000.0,0,2018-06-04,2018,Monterey
CA-TCU-010699,Tulloch,WF,38,121,573.0,Acres,330000.0,0,2018-09-08,2018,San Joaquin
CA-STF-001702,DONNELL,WF,38,120,36450.0,Acres,33600000.0,135,2018-08-02,2018,Tuolumne
CA-BDU-005618,MOFFAT,WF,37,118,1265.0,Acres,1500000.0,0,2018-04-19,2018,Inyo
CA-BEU-003069,SAN ARDO,WF,36,121,375.0,Acres,510000.0,0,2018-06-26,2018,Monterey
CA-RRU-074609,EUCLID,WF,34,118,154.0,Acres,2000000.0,0,2018-06-12,2018,Los Angeles
CA-CNF-002664,HOLY,WF,34,118,23025.0,Acres,25719730.0,24,2018-08-06,2018,Los Angeles
CA-MMU-008764,Nees,WF,37,121,1756.0,Acres,500000.0,0,2018-05-02,2018,Merced
CA-TCU-007477,WAVERLY,WF,38,121,11789.0,Acres,2500000.0,3,2018-06-29,2018,San Joaquin
CA-SNF-000745,FERGUSON,WF,38,120,96901.0,Acres,118500000.0,11,2018-07-14,2018,Tuolumne
CA-ANF-003454,FORK,WF,34,118,166.0,Acres,834139.0,0,2018-09-09,2018,Los Angeles
CA-BDF-010610,VALLEY,WF,34,117,1350.0,Acres,0.0,0,2018-07-06,2018,San Bernardino
CA-ORC-064103,SANTIAGO,WF,34,118,155.0,Acres,700000.0,0,2018-06-11,2018,Los Angeles
CA-CNF-002238,WEST,WF,33,117,505.0,Acres,1200000.0,56,2018-07-06,2018,San Diego
CA-VNC-103156,THOMAS,WF,34,119,281893.0,Acres,230000000.0,1063,2017-12-05,2017,Ventura
CA-INF-001394,OWENS,WF,38,119,338.0,Acres,434432.0,0,2018-07-31,2018,Mono
CA-MVU-008372,RECYCLE,WF,33,116,265.0,Acres,1232781.0,0,2018-06-06,2018,San Diego
CA-BEU-003889,TURKEY,WF,36,120,2225.0,Acres,150000.0,0,2018-08-06,2018,Kings
CA-KNP-000169,Eden,WF,36,119,1777.0,Acres,120000.0,0,2018-10-04,2018,Tulare
CA-MMU-019816,OAK,WF,37,120,360.0,Acres,2400000.0,0,2018-09-22,2018,Madera
CA-SNF-000493,LIONS,WF,38,119,12990.0,Acres,13919710.73,0,2018-06-11,2018,Mono
CA-LAC-166129,Stone,WF,35,119,1352.0,Acres,2900000.0,0,2018-06-04,2018,Kern
CA-BDF-011390,CRANSTON,WF,34,117,13139.0,Acres,22062454.0,12,2018-07-25,2018,San Bernardino
CA-BEU-002837,BEAVER,WF,36,121,215.0,Acres,2041752.0,0,2018-06-12,2018,Monterey
CA-BEU-002668,EASTERN,WF,36,121,513.0,Acres,1900000.0,0,2018-06-05,2018,Monterey
CA-RRU-090869,SKYLINE,WF,34,118,282.0,Acres,2200000.0,0,2018-07-19,2018,Los Angeles
CA-SBC-008657,HOLIDAY,WF,34,120,113.0,Acres,1000000.0,22,2018-07-06,2018,Santa Barbara
CA-VNC-090993,Hill,WF,34,119,4531.0,Acres,9801215.0,4,2018-11-08,2018,Ventura
CA-MMU-011264,O'NEALS,WF,37,120,300.0,Acres,350000.0,0,2018-06-05,2018,Madera
CA-SQF-002140,CALL,WF,36,119,367.0,Acres,775000.0,0,2018-08-18,2018,Tulare
CA-SQF-002733,ALDER,WF,36,119,4654.0,Acres,3169809.0,0,2018-10-04,2018,Tulare
CA-LPF-002334,Front Incident,WF,35,120,1014.0,Acres,4200000.0,0,2018-08-19,2018,Santa Barbara
CA-BDF-012772,STERLING,WF,34,117,125.0,Acres,300000.0,0,2018-09-01,2018,San Bernardino
CA-BDU-002752,PLEASANT,WF,37,119,2070.0,Acres,2267728.0,0,2018-02-19,2018,Fresno
CA-BEU-004537,METZ,WF,36,121,420.0,Acres,65000.0,0,2018-09-13,2018,Monterey
CA-OVD-001396,HOTCREEK,WF,38,119,419.0,Acres,261663.0,0,2018-07-31,2018,Mono
CA-YNP-000085,Indian,WF,38,120,385.0,Acres,100000.0,0,2018-09-04,2018,Tuolumne
CA-VNC-091023,WOOLSEY,WF,34,119,96949.0,Acres,56943320.0,1643,2018-11-08,2018,Ventura
CA-CNP-000713,Santa Cruz,WF,34,120,258.0,Acres,1200000.0,1,2018-03-27,2018,Santa Barbara
CA-INF-001071,GEORGES,WF,37,118,2941.0,Acres,4412394.0,0,2018-07-08,2018,Inyo
CA-KNP-000085,Horse Creek,WF,36,119,30.0,Acres,910759.0,0,2018-07-19,2018,Tulare
CA-LPF-002476,Ogilvy,WF,35,120,172.0,Acres,1900000.0,0,2018-09-01,2018,Santa Barbara
CA-MMU-012081,Planada,WF,37,120,4564.0,Acres,725746.0,0,2018-06-15,2018,Madera
CA-LAC-171655,SOUTH,WF,34,119,175.0,Acres,1100000.0,0,2018-06-09,2018,Ventura
CA-KRN-031160,TARINA,WF,35,119,3516.0,Acres,400000.0,0,2018-08-03,2018,Kern
CA-LAC-288255,CHARLIE,WF,34,119,3380.0,Acres,9645162.0,0,2018-09-22,2018,Ventura
CA-RRU-062932,PATTERSON,WF,34,117,1261.0,Acres,240000.0,0,2018-05-17,2018,San Bernardino
CA-ORC-060414,ALISO,WF,34,118,175.0,Acres,3200000.0,0,2018-06-02,2018,Los Angeles
CA-FHL-002806,NACIMIENTO,WF,36,121,450.0,Acres,150000.0,0,2018-10-02,2018,Monterey
CA-LNU-019376,KINCADE,WF,39,123,77758.0,Acres,77144684.0,374,2019-10-24,2019,Lake
CA-PNF-001324,Walker,WF,40,121,54608.0,Acres,35600000.0,9,2019-09-04,2019,Plumas
CA-TGU-009386,RED BANK,WF,40,123,8838.0,Acres,21400000.0,2,2019-09-05,2019,Trinity
CA-MDF-000509,TUCKER,WF,42,121,14150.0,Acres,3745000.0,0,2019-07-28,2019,Klamath
CA-MDF-000836,LONE,WF,42,121,5737.0,Acres,1500000.0,0,2019-09-05,2019,Klamath
CA-SHU-009030,MOUNTAIN,WF,41,122,600.0,Acres,3686672.0,14,2019-08-22,2019,Shasta
CA-LNU-018056,AMERICAN,WF,38,122,532.0,Acres,530000.0,1,2019-10-06,2019,Contra Costa
CA-NOD-004869,R-1  Ranch,WF,41,121,3380.0,Acres,3750000.0,0,2019-08-28,2019,Shasta
CA-SCU-004384,ROCK,WF,37,121,2422.0,Acres,484400.0,0,2019-06-26,2019,Merced
CA-MEU-009819,MOOSE,WF,39,123,225.0,Acres,800000.0,0,2019-08-13,2019,Lake
CA-KNF-007099,KIDDER 2,WF,42,123,227.0,Acres,845000.0,0,2019-09-05,2019,Siskiyou
CA-NOD-005099,R-6,WF,41,121,260.0,Acres,225000.0,0,2019-09-06,2019,Shasta
CA-NOD-004779,HORSE,WF,41,121,131.0,Acres,390000.0,0,2019-08-24,2019,Shasta
CA-SCU-005471,MARSH,WF,38,122,757.0,Acres,600000.0,0,2019-08-03,2019,Contra Costa
CA-SCU-003879,STUHR,WF,37,121,600.0,Acres,10000.0,0,2019-06-07,2019,Merced
CA-ENF-030945,CAPLES,WF,39,120,3435.0,Acres,6370000.0,0,2019-10-10,2019,Douglas
CA-TGU-011766,RANCH,WF,40,123,2534.0,Acres,11116149.0,0,2019-11-03,2019,Trinity
CA-NOD-004382,W-1 McDonald,WF,41,120,1020.0,Acres,950000.0,0,2019-08-08,2019,Lassen
CA-LNU-009880,SAND,WF,39,122,2512.0,Acres,10000000.0,7,2019-06-08,2019,Colusa
CA-SCU-004617,Hollow,WF,38,122,283.0,Acres,150000.0,0,2019-07-03,2019,Contra Costa
CA-KNF-007074,LIME,WF,42,123,1872.0,Acres,10000000.0,0,2019-09-05,2019,Siskiyou
CA-MNF-000485,HENTHORNE,WF,40,123,244.0,Acres,4600000.0,0,2019-09-05,2019,Trinity
CA-SHF-001196,MIDDLE,WF,41,123,1339.0,Acres,50000.0,0,2019-09-05,2019,Siskiyou
CA-MEU-013345,BURRIS,WF,39,123,703.0,Acres,2600000.0,0,2019-10-27,2019,Lake
CA-MEU-009124,USAL,WF,40,124,130.0,Acres,1250000.0,0,2019-07-28,2019,Humboldt
CA-BTU-010635,SWEDES,WF,39,121,496.0,Acres,2437756.0,2,2019-09-07,2019,Placer
CA-MNF-000241,EAST,WF,40,123,410.0,Acres,1600000.0,0,2019-06-17,2019,Trinity
CA-SHF-001217,RAMSHORN,WF,41,123,280.0,Acres,2400000.0,0,2019-09-06,2019,Siskiyou
CA-SHF-001209,SOUTH,WF,40,123,5332.0,Acres,9300300.0,2,2019-09-05,2019,Trinity
CA-BDF-014540,BAUTISTA,WF,34,117,167.0,Acres,557500.0,0,2019-09-16,2019,San Bernardino
CA-RRU-034071,LINCOLN,WF,34,116,564.0,Acres,332086.0,0,2019-03-15,2019,Riverside
CA-RRU-130198,RECHE,WF,34,117,350.0,Acres,350000.0,2,2019-10-10,2019,San Bernardino
CA-RRU-113828,TENAJA,WF,34,117,1926.0,Acres,4000000.0,0,2019-09-04,2019,San Bernardino
CA-CND-001611,MESA,WF,36,118,227.0,Acres,500000.0,0,2019-07-31,2019,Kern
CA-MMU-017062,HUNTER,WF,38,120,423.0,Acres,93000.0,0,2019-08-15,2019,Tuolumne
CA-MVU-011787,BORDER 8,WF,33,117,1507.0,Acres,225000.0,0,2019-08-14,2019,San Diego
CA-SQF-002089,Schaeffer,WF,36,118,295.0,Acres,640000.0,0,2019-09-08,2019,Kern
CA-LFD-001582,SADDLERIDGE,WF,34,118,8799.0,Acres,29000000.0,24,2019-10-11,2019,Los Angeles
CA-VNC-089158,EASY,WF,34,119,1806.0,Acres,2.5,1,2019-10-30,2019,Ventura
CA-ANF-002931,FIVE,WF,35,119,1.0,Acres,303259.0,0,2019-08-03,2019,Kern
CA-RRU-118651,HORSESHOE,WF,34,117,520.0,Acres,2291308.0,0,2019-09-15,2019,San Bernardino
CA-STF-001355,Rosasco,WF,38,120,731.0,Acres,350000.0,0,2019-05-23,2019,Tuolumne
CA-LPF-001678,MILL,WF,36,121,310.0,Acres,5100000.0,0,2019-07-30,2019,Monterey
CA-VNC-090135,Maria,WF,34,119,9999.0,Acres,11651926.0,4,2019-11-01,2019,Ventura
CA-BEU-003696,LONOAK,WF,36,121,2546.0,Acres,175000.0,0,2019-06-25,2019,Monterey
CA-RRU-130233,SANDALWOOD,WF,34,117,1011.0,Acres,3100000.0,72,2019-10-10,2019,San Bernardino
CA-SBC-013465,REAL,WF,34,120,420.0,Acres,730000.0,0,2019-10-17,2019,Santa Barbara
CA-CDD-012920,BARSTOW,WF,35,117,685.0,Acres,120000.0,0,2019-08-11,2019,San Bernardino
CA-MMU-021257,BRICEBURG,WF,38,120,5563.0,Acres,16000000.0,1,2019-10-06,2019,Tuolumne
CA-SLU-007315,BOULDER,WF,35,120,1127.0,Acres,50000.0,0,2019-06-05,2019,Santa Barbara
CA-LPF-002908,Cave,WF,35,120,3126.0,Acres,3600000.0,0,2019-11-26,2019,Santa Barbara
CA-TUU-000684,CREEK,WF,36,119,756.0,Acres,1240000.0,0,2019-08-31,2019,Tulare
CA-BDU-010837,MILPAS,WF,34,117,81.0,Acres,424283.0,0,2019-07-23,2019,San Bernardino
CA-BEU-004344,LAKE,WF,36,121,316.0,Acres,100000.0,0,2019-07-29,2019,Monterey
CA-RRU-139654,HILL,WF,34,117,628.0,Acres,200000.0,0,2019-10-30,2019,San Bernardino
CA-INF-001465,SPRINGS,WF,38,119,4840.0,Acres,6174292.6,0,2019-07-27,2019,Mono
CA-INF-000903,JORDAN,WF,36,118,591.0,Acres,2454458.0,0,2019-06-09,2019,Kern
CA-INF-002018,TABOOSE,WF,37,118,10400.0,Acres,10900000.0,0,2019-09-05,2019,Inyo
CA-MMU-017127,GAINES,WF,38,120,1300.0,Acres,2651287.0,0,2019-08-16,2019,Tuolumne
CA-RRU-139997,46TH,WF,34,117,328.0,Acres,0.0,7,2019-10-31,2019,San Bernardino
CA-RRU-079226,JERRY,WF,34,117,525.0,Acres,500000.0,0,2019-06-21,2019,San Bernardino
CA-SLU-008993,GILLIS,WF,36,120,974.0,Acres,187000.0,0,2019-07-08,2019,Kings
CA-LAC-326166,TICK,WF,34,118,4615.0,Acres,8200000.0,29,2019-10-24,2019,Los Angeles
CA-LFD-001583,GETTY,WF,34,118,745.0,Acres,8649993.0,13,2019-10-28,2019,Los Angeles
CA-BDF-017550,HILLSIDE,WF,34,117,200.0,Acres,220000.0,6,2019-10-31,2019,San Bernardino
CA-SLU-007684,MCMILLAN,WF,36,120,1764.0,Acres,312000.0,0,2019-06-12,2019,Kings
CA-SLU-007006,Belmont,WF,35,120,835.0,Acres,70400.0,0,2019-05-30,2019,Santa Barbara
CA-LPF-002048,Snail,WF,35,119,279.0,Acres,1097900.0,0,2019-09-01,2019,Kern
CA-LPF-001664,Range,WF,35,120,100.0,Acres,0.0,0,2019-07-29,2019,Santa Barbara
CA-INF-001435,COW,WF,36,118,2025.0,Acres,2101000.0,0,2019-07-25,2019,Kern
CA-SQF-001708,BRODER,WF,36,118,381.0,Acres,613559.0,0,2019-08-08,2019,Kern
CA-SLU-012773,LOPEZ,WF,35,120,220.0,Acres,2000000.0,0,2019-09-21,2019,Santa Barbara
